600325华发股份,2022-04-08,0.02,0.03,0.07
000786北新建材,2022-04-08,0.02,0.03,0.05
600018上港集团,2022-04-08,0.02,0.02,0.03
601212白银有色,2022-04-08,0.02,0.02,0.04
603067振华股份,2022-04-08,0.02,0.03,0.04
000090天健集团,2022-04-08,0.02,0.01,0.04
600496精工钢构,2022-04-08,0.02,0.02,0.03
601628中国人寿,2022-04-08,0.02,0.02,0.03
603429集友股份,2022-04-08,0.02,-0.0,0.06
002316亚联发展,2022-04-08,0.02,0.02,0.07
600376首开股份,2022-04-08,0.02,0.03,0.08
603585苏利股份,2022-04-08,0.02,0.03,0.05
600503华丽家族,2022-04-08,0.02,0.02,0.06
600495晋西车轴,2022-04-08,0.02,0.01,0.04
601233桐昆股份,2022-04-08,0.02,0.03,0.03
002202金风科技,2022-04-08,0.02,0.01,0.03
603916苏博特,2022-04-08,0.02,0.02,0.05
000987越秀金控,2022-04-08,0.02,0.02,0.06
000401冀东水泥,2022-04-08,0.02,0.02,0.03
002182云海金属,2022-04-08,0.02,0.02,0.06
000961中南建设,2022-04-08,0.02,0.04,0.07
603033三维股份,2022-04-08,0.02,0.03,0.05
000667美好置业,2022-04-08,0.02,0.02,0.07
601116三江购物,2022-04-08,0.02,0.05,0.09
000709河钢股份,2022-04-08,0.02,0.02,0.03
600782新钢股份,2022-04-08,0.02,0.03,0.05
600339中油工程,2022-04-08,0.02,0.02,0.03
600352浙江龙盛,2022-04-08,0.02,0.03,0.04
001227兰州银行,2022-04-08,0.02,0.03,0.07
000008神州高铁,2022-04-08,0.02,0.02,0.03
002489浙江永强,2022-04-08,0.02,0.03,0.03
605008长鸿高科,2022-04-08,0.02,0.02,0.04
600935华塑股份,2022-04-08,0.02,0.02,0.03
002248华东数控,2022-04-08,0.02,0.02,0.07
600030中信证券,2022-04-08,0.02,0.01,0.03
600579克劳斯,2022-04-08,0.02,0.01,0.06
600004白云机场,2022-04-08,0.02,0.02,0.04
000751锌业股份,2022-04-08,0.02,0.02,0.04
600273嘉化能源,2022-04-08,0.02,0.02,0.02
000898鞍钢股份,2022-04-08,0.02,0.02,0.04
600846同济科技,2022-04-08,0.02,0.02,0.04
600531豫光金铅,2022-04-08,0.02,0.02,0.03
600251冠农股份,2022-04-08,0.02,0.03,0.08
600901江苏租赁,2022-04-08,0.02,0.02,0.03
600320振华重工,2022-04-08,0.02,0.01,0.04
001203大中矿业,2022-04-08,0.02,0.02,0.04
600801华新水泥,2022-04-08,0.02,0.02,0.03
600847万里股份,2022-04-08,0.02,0.02,0.05
002707众信旅游,2022-04-08,0.02,0.01,0.07
002824和胜股份,2022-04-08,0.02,0.02,0.06
002233塔牌集团,2022-04-08,0.02,0.01,0.03
600426华鲁恒升,2022-04-08,0.02,0.01,0.04
003031中瓷电子,2022-04-08,0.02,0.02,0.03
600307酒钢宏兴,2022-04-08,0.02,0.02,0.04
600880博瑞传播,2022-04-08,0.02,0.02,0.11
002749国光股份,2022-04-08,0.02,0.01,0.04
600705中航产融,2022-04-08,0.02,0.01,0.02
600321正源股份,2022-04-08,0.02,0.0,0.05
002544杰赛科技,2022-04-08,0.02,0.02,0.04
002165红 宝 丽,2022-04-08,0.02,0.02,0.06
000538云南白药,2022-04-08,0.02,0.02,0.04
001965招商公路,2022-04-08,0.02,0.01,0.04
002718友邦吊顶,2022-04-08,0.02,0.01,0.03
601211国泰君安,2022-04-08,0.02,0.01,0.02
002594比亚迪,2022-04-08,0.02,0.02,0.03
603169兰石重装,2022-04-08,0.02,0.01,0.03
000012南  玻Ａ,2022-04-08,0.02,0.02,0.03
600784鲁银投资,2022-04-08,0.02,0.02,0.06
600215派斯林,2022-04-08,0.02,0.02,0.07
002659凯文教育,2022-04-08,0.02,0.02,0.06
603300华铁应急,2022-04-08,0.02,0.02,0.03
000615奥园美谷,2022-04-08,0.02,0.01,0.04
603329上海雅仕,2022-04-08,0.02,0.01,0.04
603638艾迪精密,2022-04-08,0.02,0.01,0.04
603229奥翔药业,2022-04-08,0.02,0.02,0.08
000990诚志股份,2022-04-08,0.02,0.01,0.03
000926福星股份,2022-04-08,0.02,0.02,0.06
000967盈峰环境,2022-04-08,0.02,0.01,0.03
002697红旗连锁,2022-04-08,0.02,0.01,0.02
002001新 和 成,2022-04-08,0.02,0.02,0.03
601318中国平安,2022-04-08,0.02,0.02,0.02
600061国投资本,2022-04-08,0.02,0.01,0.03
002562兄弟科技,2022-04-08,0.02,0.01,0.03
002557洽洽食品,2022-04-08,0.02,0.0,0.04
603321梅轮电梯,2022-04-08,0.02,0.01,0.03
002789建艺集团,2022-04-08,0.02,-0.03,0.07
601878浙商证券,2022-04-08,0.02,0.01,0.03
601996丰林集团,2022-04-08,0.02,0.02,0.04
600019宝钢股份,2022-04-08,0.02,0.02,0.03
600011华能国际,2022-04-08,0.02,0.01,0.04
600390五矿资本,2022-04-08,0.02,0.01,0.03
600962国投中鲁,2022-04-08,0.02,0.01,0.04
000428华天酒店,2022-04-08,0.02,0.01,0.07
600020中原高速,2022-04-08,0.02,0.02,0.02
600057厦门象屿,2022-04-08,0.01,0.01,0.03
601555东吴证券,2022-04-08,0.01,0.01,0.03
600153建发股份,2022-04-08,0.01,0.02,0.06
601901方 正证券,2022-04-08,0.01,0.02,0.03
603005晶方科技,2022-04-08,0.01,0.01,0.04
600674川投能源,2022-04-08,0.01,0.01,0.02
600862中航高科,2022-04-08,0.01,0.02,0.03
002081金 螳 螂,2022-04-08,0.01,0.0,0.03
600483福能股份,2022-04-08,0.01,0.01,0.05
000686东北证券,2022-04-08,0.01,0.01,0.02
601609金田铜业,2022-04-08,0.01,0.01,0.03
601168西部矿业,2022-04-08,0.01,0.01,0.06
000561烽火电子,2022-04-08,0.01,0.01,0.02
001296长江材料,2022-04-08,0.01,0.02,0.04
002578闽发铝业,2022-04-08,0.01,0.01,0.06
601717郑煤机,2022-04-08,0.01,0.01,0.03
601568北元集团,2022-04-08,0.01,0.02,0.02
000166申万宏源,2022-04-08,0.01,0.01,0.03
600619海立股份,2022-04-08,0.01,0.01,0.04
002423中粮资本,2022-04-08,0.01,0.01,0.03
600397安源煤业,2022-04-08,0.01,0.01,0.06
600694大商股份,2022-04-08,0.01,0.01,0.03
002374中锐股份,2022-04-08,0.01,0.02,0.05
600875东方电 气,2022-04-08,0.01,0.01,0.04
000069华侨城Ａ,2022-04-08,0.01,0.01,0.07
603185上机数控,2022-04-08,0.01,0.02,0.05
600025华能水电,2022-04-08,0.01,0.02,0.02
600736苏州高新,2022-04-08,0.01,0.04,0.09
002135东南网架,2022-04-08,0.01,0.01,0.04
601788光大证券,2022-04-08,0.01,0.01,0.03
603098森特股份,2022-04-08,0.01,0.01,0.04
601766中国中车,2022-04-08,0.01,0.01,0.02
000927中国铁物,2022-04-08,0.01,0.01,0.03
603458勘设股份,2022-04-08,0.01,0.02,0.03
603567珍宝岛,2022-04-08,0.01,0.02,0.04
603759海天股份,2022-04-08,0.01,0.02,0.04
601990南京证券,2022-04-08,0.01,0.01,0.03
000683远兴能源,2022-04-08,0.01,0.01,0.04
601158重庆水务,2022-04-08,0.01,0.01,0.04
601188龙江交通,2022-04-08,0.01,0.01,0.03
600558大西洋,2022-04-08,0.01,0.01,0.04
600449宁夏建材,2022-04-08,0.01,0.01,0.03
600359新农开发,2022-04-08,0.01,0.01,0.04
601336新华保险,2022-04-08,0.01,0.01,0.02
605299舒华体育,2022-04-08,0.01,0.01,0.08
600761安徽合力,2022-04-08,0.01,0.01,0.04
600795国电电力,2022-04-08,0.01,0.01,0.03
600510黑牡丹,2022-04-08,0.01,0.03,0.06
000010美丽生态,2022-04-08,0.01,0.01,0.03
002033丽江股份,2022-04-08,0.01,0.01,0.06
002313日海智能,2022-04-08,0.01,0.0,0.04
002780三夫户外,2022-04-08,0.01,0.02,0.06
603519立霸股份,2022-04-08,0.01,-0.0,0.02
000060中金岭南,2022-04-08,0.01,0.01,0.04
600138中青旅,2022-04-08,0.01,0.02,0.06
603017中衡设计,2022-04-08,0.01,0.03,0.05
002448中原内配,2022-04-08,0.01,0.01,0.03
600236桂冠电力,2022-04-08,0.01,0.0,0.02
601519大智慧,2022-04-08,0.01,0.01,0.03
